RUNTIME - essentialCPs[ms];addToGroup_features_Feature;createConcreteFeature_IN_Feature;createGroup_IN_FeatureModel;deleteConcreteFeature_IN_Feature;FloatTest;moveFeature_FROM_Feature_children_TO_Feature_Feature;removeFromGroup_features_Feature;addToGroup_features_Feature;changeGroupFromALTtoOR;createConcreteFeature_IN_Feature;createGroup_IN_FeatureModel;deleteExcludeConstraint_IN_FeatureModel;deleteRequireConstraint_IN_FeatureModel;setFeatureConcrete;setFeatureOptional;createAbstractFeature_IN_Feature;deleteAbstractFeature_IN_Feature;changeGroupFromORtoALT;createExcludeConstraint_IN_FeatureModel;createRequireConstraint_IN_FeatureModel;deleteConcreteFeature_IN_Feature;removeFromGroup_features_Feature;setFeatureAbstract;setFeatureMandatory;mutuallyExchangeMandatoryAndOptional;ReplaceFeature;Generalization_2-4;ExtractALTGroup;Refactoring_1-1;Refactoring_1-3;Refactoring_1-4;Refactoring_1-5;Refactoring_1-8;Specialization_3-4;Specialization_3-6;
setFeatureMandatory[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];85/;43/;149/;47/;74/;48/;44/;38/;42/;41/;165/;49/;40/;41/;41/;45/;48/;45/;44/;42/;154/;41/;39/;149/;157/;57/;40/;50/;156/;43/;59/;142/;151/;172/;150/;
mutuallyExchangeMandatoryAndOptional[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];77/;74/;223/;249/;41/;61/;44/;52/;55/;67/;271/;48/;50/;46/;223/;52/;58/;49/;72/;65/;254/;71/;56/;204/;261/;57/;267/;36/;233/;231/;211/;234/;258/;214/;256/;
ReplaceFeature[#LhsNode:3 ,#LhsEdges:3 ,#deleteNodes:1 ,#deleteEdges:3];195/;66/;140/;77/;70/;102/;95/;169/;63/;53/;175/;88/;63/;60/;88/;54/;61/;47/;182/;102/;68/;85/;57/;68/;172/;96/;161/;77/;193/;103/;98/;142/;209/;228/;179/;
Generalization_2-4[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];110/;46/;292/;281/;61/;49/;67/;49/;46/;58/;300/;49/;42/;45/;198/;47/;44/;62/;43/;42/;49/;44/;52/;63/;262/;44/;255/;45/;43/;281/;245/;258/;47/;63/;72/;
ExtractALTGroup[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:1 ,#deleteEdges:5];93/;43/;66/;56/;51/;89/;61/;168/;68/;64/;72/;377/;134/;48/;56/;56/;43/;162/;44/;47/;45/;139/;41/;51/;43/;47/;45/;484/;60/;45/;159/;41/;202/;42/;158/;
Refactoring_1-1[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:1 ,#deleteEdges:6];129/;52/;68/;68/;53/;61/;48/;65/;45/;48/;56/;43/;411/;78/;70/;49/;63/;45/;45/;99/;62/;60/;45/;56/;68/;66/;49/;49/;1592/;130/;81/;63/;90/;78/;82/;
Refactoring_1-3[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:1];133/;60/;60/;57/;47/;103/;72/;81/;76/;62/;75/;54/;48/;50/;60/;48/;55/;47/;55/;88/;55/;46/;46/;51/;79/;73/;75/;63/;55/;59/;61/;49/;51/;53/;72/;
Refactoring_1-4[#LhsNode:5 ,#LhsEdges:4 ,#deleteNodes:0 ,#deleteEdges:1];184/;53/;293/;169/;49/;129/;48/;132/;56/;53/;311/;84/;59/;72/;203/;50/;100/;51/;406/;2857/;119/;47/;56/;92/;311/;64/;254/;50/;3691620/;1943/;170/;257/;170/;204/;82333/;
Refactoring_1-5[#LhsNode:4 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:1];145/;84/;207/;191/;50/;63/;54/;73/;59/;54/;181/;88/;54/;77/;214/;49/;63/;50/;85/;2943/;193/;44/;51/;55/;216/;71/;211/;43/;76/;185/;203/;227/;54/;78/;6180/;
Refactoring_1-8[#LhsNode:4 ,#LhsEdges:1 ,#deleteNodes:0 ,#deleteEdges:1];128/;90/;100/;74/;76/;83/;86/;66/;48/;75/;97/;64/;54/;84/;72/;104/;62/;50/;56/;313/;77/;80/;53/;62/;58/;57/;54/;57/;72/;88/;93/;85/;64/;64/;561/;
Specialization_3-4[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];188/;42/;300/;50/;60/;49/;69/;79/;47/;52/;314/;67/;56/;65/;43/;56/;81/;56/;58/;86/;291/;49/;68/;296/;355/;75/;56/;76/;303/;48/;76/;297/;367/;306/;322/;
Specialization_3-6[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:0 ,#deleteEdges:2];139/;90/;101/;52/;69/;55/;81/;64/;84/;43/;64/;70/;45/;46/;44/;90/;65/;73/;70/;51/;62/;166/;88/;72/;53/;85/;62/;127/;56/;53/;115/;53/;59/;56/;102/;
Total run times [ms]- normal CPA: 0 essential CPA: 3884517 atomic CPA: 0
